College,Department,Prefix,Number,Title
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,5508,Return on Advertising Investment
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,5825,Advertising Proseminar
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,6305,Advertising Media Strategy
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,6505,Advertising Research
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,ADV,6602,Advanced Advertising Management
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6006,Digital Media and Democracy
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6107,News Coverage of Public Life
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6114,Multimedia Reporting
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6135,Video Storytelling 1
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6360,Digital Media Technology
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6361,Digital Video Production
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6503,Entrepreneurial Journalism
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,JOU,6708,Digital Media Law and Ethics
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,5146,Web Publishing
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,5147,Web Publishing 2
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6005,Media Literacy
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6136,Video Storytelling 2
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6206,Mass Communications Ethics
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6306,Global Media
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6400,"Media, Strategy, and Theory"
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6415,Strategic Communication Media
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6418,Strategic Message Design
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6421,Research Methods in Mass Communications
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6447,Quantitative Research Methods in Mass Communications
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6448,Qualitative Research Methods in Mass Communications
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6449,Advertising Analytics
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6456,Media Storytelling with Data
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6475,Audience Analysis
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6612,Seminar: Law and the Mass Media
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6900,Directed Reading in Mass Communications
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6910,Individual Research in Mass Communications
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6920,Introductory Mass Communications Seminar
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6936,Selected Topics in Mass Communications
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6945,Professional Practicum
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6950,Applied Research Project
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6951,Final Project
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,MMC,6971,Thesis: Master's
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,PUR,5505,Introduction to Strategic Communication Theory and Practice
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,PUR,6603,Strategic Communication Campaigns
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,PUR,6607,Strategic Communication Management
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,RTV,5416,"Race, Gender, Class issues in Media"
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,VIC,6007,Visual Communication Theory
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,VIC,6316,Brand Management
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,2214,Graphic Programs in Mass Communications
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,3008,Introduction to Advertising
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,3101,Advertising Creativity
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,3300,Advertising Media Strategy
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,3500,Advertising Research
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4204,Advanced Advertising Creativity
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4301,Advanced Media Strategy
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4310,Digital Media
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4600,Advertising Management
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4710,Portfolio Building
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4800,Advertising Campaigns
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,ADV,4940,Advertising Internship
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,FIL,3011,The Film As Mass Com II: Rhetor & Stylis
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,FIL,4050,"Social History of the Film, 1945 to the Present"
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,2100,Beginning Reporting
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3101,Advanced Reporting
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3302,"Critical Writing: Editorials, Reviews, Columns"
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3308,Magazine Article and Feature Writing
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3346C,Multimedia Reporting
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,3424,Reporting Practicum
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4181,Public Affairs Reporting
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4188,Neighborhood News Bureau
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4201,News Editing I
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4212,Magazine Design and Production
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4213,Newspaper and News Publication Design
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,JOU,4950,Senior Capstone Seminar
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,2100,Writing for the Mass Media
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,2110,Scientific Writing
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,3127C,Radio and Podcasting
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,3140,Web Publishing
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,3602,Mass Communications and Society
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,3734,Social Media as Mass Communication
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4031C,Student-Run Communications Agency
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4111,Entrepreneurial Journalism
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4120,Media Convergence
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4131,Video Storytelling
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4133,Video Storytelling II
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4141,Web Publishing II
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,MMC,4200,History and Principles of Communications Law
